student_id;origin_country;destination_country;destination_city;university_name;course_name;field_of_study;year_of_enrollment;scholarship_received;enrollment_reason;graduation_year;placement_status;placement_country;placement_company;starting_salary_usd;gpa_or_score;visa_status;post_graduation_visa;language_proficiency_test;test_score
S00159;USA;UAE;Dubai;University of Dubai;Finance;Business;2022;No;Job Opportunities;2024;Not Placed;N/A;N/A;0;329;F1;PSW;IELTS;73
S00160;South Africa;UK;Birmingham;University of Birmingham;Data Science;Business;2023;Yes;Scholarship;2026;Not Placed;N/A;N/A;0;381;Schengen Student Visa;Blue Card;Duolingo;73
S00161;India;Germany;Heidelberg;Heidelberg University;Biotechnology;Arts;2023;Yes;Political Stability;2024;Not Placed;N/A;N/A;0;338;Schengen Student Visa;Post-Study Visa;Duolingo;84
S00162;USA;Canada;Montreal;McGill University;Civil Engineering;Business;2021;Yes;Scholarship;2022;Placed;Canada;Goldman Sachs;121266;276;J1;Post-Study Visa;PTE;74
S00163;Russia;Finland;Turku;Ã…bo Akademi University;Finance;Medicine;2019;No;Scholarship;2021;Not Placed;N/A;N/A;0;317;Tier 4;Post-Study Visa;None;0
S00164;UAE;Finland;Lappeenranta;LUT University;Medicine;Natural Sciences;2021;No;Higher Ranking;2022;Placed;Finland;Amazon;36885;345;Tier 4;PSW;PTE;89
S00165;Canada;Russia;Moscow;Lomonosov Moscow State University;Data Science;Law;2023;No;Political Stability;2026;Not Placed;N/A;N/A;0;323;Tier 4;OPT;PTE;61
S00166;UK;Finland;Joensuu;University of Eastern Finland;Architecture;Natural Sciences;2021;Yes;Job Opportunities;2023;Not Placed;N/A;N/A;0;272;Tier 4;OPT;TOEFL;63
S00167;South Africa;UAE;Dubai;Manipal Academy Dubai;Business Administration;Computer Science;2021;Yes;Job Opportunities;2024;Not Placed;N/A;N/A;0;325;Tier 4;Work Permit;IELTS;84
S00168;Ireland;UAE;Sharjah;American University of Sharjah;Architecture;Computer Science;2023;Yes;Scholarship;2025;Placed;UAE;SAP;31281;329;J1;Work Permit;None;0
S00169;Germany;Finland;Tampere;Tampere University;Mechanical Engineering;Social Sciences;2019;No;Political Stability;2020;Placed;Finland;Goldman Sachs;136785;297;Schengen Student Visa;Work Permit;PTE;84
S00170;Finland;Ireland;Cork;University College Cork;Psychology;Medicine;2021;Yes;Scholarship;2024;Not Placed;N/A;N/A;0;253;F1;PSW;PTE;69
S00171;UK;Russia;Moscow;Bauman Moscow State Technical University;Economics;Engineering;2023;Yes;Political Stability;2025;Placed;Russia;Apple;120800;373;Schengen Student Visa;PSW;PTE;62
S00172;India;Canada;Vancouver;Simon Fraser University;Data Science;Engineering;2023;No;Quality of Life;2024;Placed;Canada;Tesla;36428;328;Tier 4;OPT;IELTS;68
S00173;Finland;Ireland;Dublin;Dublin City University;Finance;Engineering;2023;No;Job Opportunities;2026;Placed;Ireland;Siemens;53132;368;Tier 4;Work Permit;TOEFL;72
S00174;UK;India;Delhi;JNU Delhi;Computer Science;Natural Sciences;2022;Yes;Quality of Life;2024;Not Placed;N/A;N/A;0;334;J1;Blue Card;Duolingo;63
S00175;UAE;India;Mumbai;IIT Bombay;Economics;Medicine;2022;Yes;Scholarship;2024;Not Placed;N/A;N/A;0;378;Student Visa;Blue Card;PTE;68
S00176;Finland;UAE;Abu Dhabi;Khalifa University;Design;Social Sciences;2021;Yes;Scholarship;2024;Placed;UAE;Apple;78426;36;Study Permit;Blue Card;None;0
S00177;India;Ireland;Galway;National University of Ireland Galway;Medicine;Social Sciences;2023;No;Quality of Life;2025;Placed;Ireland;Amazon;86647;319;J1;PSW;PTE;67
S00178;Russia;Germany;Munich;Technical University of Munich;Mechanical Engineering;Social Sciences;2023;No;Job Opportunities;2025;Not Placed;N/A;N/A;0;317;J1;OPT;TOEFL;6
S00179;Germany;UAE;Dubai;University of Dubai;Civil Engineering;Business;2023;No;Scholarship;2026;Not Placed;N/A;N/A;0;274;F1;Post-Study Visa;TOEFL;87
S00180;Ireland;Russia;Saint Petersburg;Saint Petersburg State University;Architecture;Business;2019;No;Higher Ranking;2020;Placed;Russia;Tesla;78491;389;Tier 4;Work Permit;None;0
S00181;UAE;India;Bangalore;IISc Bangalore;Finance;Business;2020;No;Political Stability;2022;Placed;India;SAP;137518;372;J1;Work Permit;None;0
S00182;UK;Germany;Munich;LMU Munich;Psychology;Arts;2022;No;Political Stability;2025;Not Placed;N/A;N/A;0;274;Student Visa;Post-Study Visa;TOEFL;54
S00183;Russia;India;Delhi;JNU Delhi;Data Science;Engineering;2023;Yes;Political Stability;2026;Not Placed;N/A;N/A;0;34;J1;Blue Card;Duolingo;88
S00184;Germany;South Africa;Cape Town;University of Cape Town;Mechanical Engineering;Medicine;2019;No;Scholarship;2020;Not Placed;N/A;N/A;0;366;F1;Blue Card;IELTS;59
S00185;Russia;India;Chennai;IIT Madras;Computer Science;Computer Science;2021;No;Political Stability;2024;Not Placed;N/A;N/A;0;296;Study Permit;Blue Card;IELTS;81
S00186;Canada;Ireland;Dublin;Dublin City University;Political Science;Arts;2021;No;Political Stability;2024;Not Placed;N/A;N/A;0;378;Study Permit;Work Permit;None;0
S00187;Ireland;South Africa;Grahamstown;Rhodes University;Psychology;Business;2023;No;Political Stability;2025;Placed;South Africa;Tesla;106677;33;Study Permit;PSW;TOEFL;86
S00188;Canada;Russia;Novosibirsk;Novosibirsk State University;Design;Law;2019;Yes;Scholarship;2020;Placed;Russia;Microsoft;70590;298;Tier 4;PSW;PTE;88
S00189;UAE;Ireland;Galway;National University of Ireland Galway;Economics;Engineering;2020;No;Higher Ranking;2022;Not Placed;N/A;N/A;0;313;Tier 4;OPT;Duolingo;75
S00190;Germany;South Africa;Stellenbosch;Stellenbosch University;Electrical Engineering;Medicine;2021;Yes;Job Opportunities;2022;Placed;South Africa;Goldman Sachs;59895;273;Tier 4;PSW;PTE;5
S00191;Canada;Russia;Moscow;Moscow Institute of Physics and Technology;Design;Social Sciences;2019;Yes;Higher Ranking;2022;Placed;Russia;IBM;111110;356;Schengen Student Visa;Blue Card;IELTS;61
S00192;USA;South Africa;Johannesburg;University of Johannesburg;Architecture;Social Sciences;2022;Yes;Political Stability;2025;Not Placed;N/A;N/A;0;305;Student Visa;Work Permit;TOEFL;82
S00193;India;South Africa;Durban;University of KwaZulu-Natal;Psychology;Law;2021;Yes;Job Opportunities;2023;Placed;South Africa;SAP;82378;389;J1;Blue Card;Duolingo;84
S00194;USA;UAE;Dubai;Heriot-Watt Dubai;Economics;Law;2020;Yes;Higher Ranking;2021;Not Placed;N/A;N/A;0;272;Student Visa;OPT;PTE;88
S00195;India;Finland;Espoo;Aalto University;Electrical Engineering;Law;2022;Yes;Scholarship;2024;Placed;Finland;SAP;119217;313;Study Permit;PSW;TOEFL;78
S00196;Germany;Russia;Moscow;Bauman Moscow State Technical University;Data Science;Medicine;2021;Yes;Quality of Life;2023;Placed;Russia;Google;101970;285;Student Visa;Post-Study Visa;IELTS;62
S00197;Germany;USA;San Francisco;Stanford University;Civil Engineering;Law;2020;No;Political Stability;2021;Placed;USA;Apple;52941;376;F1;Blue Card;Duolingo;66
S00198;Russia;UAE;Dubai;Middlesex University Dubai;Architecture;Engineering;2021;No;Higher Ranking;2023;Placed;UAE;Deloitte;34281;385;Tier 4;OPT;None;0
S00199;UK;India;Delhi;JNU Delhi;Psychology;Computer Science;2023;Yes;Job Opportunities;2025;Placed;India;Amazon;123933;365;Schengen Student Visa;PSW;TOEFL;74
S00200;Ireland;UAE;Dubai;Heriot-Watt Dubai;Civil Engineering;Medicine;2023;Yes;Political Stability;2024;Placed;UAE;Google;71321;391;F1;Blue Card;None;0
S00201;India;Germany;Munich;LMU Munich;Economics;Computer Science;2022;No;Job Opportunities;2024;Not Placed;N/A;N/A;0;302;Study Permit;Blue Card;PTE;71
S00202;UAE;Canada;Ottawa;University of Ottawa;Electrical Engineering;Medicine;2023;No;Job Opportunities;2025;Not Placed;N/A;N/A;0;281;J1;OPT;None;0
S00203;Germany;Canada;Vancouver;University of British Columbia;Architecture;Arts;2020;Yes;Higher Ranking;2021;Placed;Canada;Apple;30790;385;Tier 4;PSW;None;0
S00204;UAE;India;Delhi;IIT Delhi;Computer Science;Arts;2020;Yes;Job Opportunities;2022;Placed;India;Google;142669;314;Student Visa;Post-Study Visa;PTE;72
S00205;Germany;UAE;Dubai;Heriot-Watt Dubai;Architecture;Business;2020;Yes;Scholarship;2022;Not Placed;N/A;N/A;0;336;Student Visa;OPT;None;0
S00206;Russia;Germany;Stuttgart;University of Stuttgart;Business Administration;Business;2023;No;Scholarship;2024;Placed;Germany;Goldman Sachs;68782;311;Tier 4;OPT;PTE;61
S00207;India;UK;Cambridge;University of Cambridge;Biotechnology;Medicine;2020;Yes;Scholarship;2021;Not Placed;N/A;N/A;0;327;Study Permit;Blue Card;Duolingo;68
S00208;South Africa;UK;Manchester;University of Manchester;Finance;Business;2021;Yes;Scholarship;2024;Not Placed;N/A;N/A;0;336;J1;OPT;TOEFL;59
S00209;India;USA;Boston;MIT;Mechanical Engineering;Computer Science;2023;Yes;Higher Ranking;2025;Placed;USA;McKinsey;38409;395;Schengen Student Visa;Post-Study Visa;None;0
S00210;USA;Canada;Montreal;McGill University;Computer Science;Natural Sciences;2019;No;Quality of Life;2022;Placed;Canada;Siemens;99130;382;J1;Work Permit;PTE;87
S00211;Canada;Ireland;Dublin;Trinity College Dublin;Electrical Engineering;Arts;2021;Yes;Higher Ranking;2022;Placed;Ireland;Intel;39426;343;Tier 4;Blue Card;TOEFL;69
S00212;Germany;USA;Los Angeles;UCLA;Electrical Engineering;Natural Sciences;2019;Yes;Political Stability;2021;Placed;USA;Goldman Sachs;61605;294;Tier 4;PSW;IELTS;52
S00213;Russia;UK;Birmingham;University of Birmingham;Computer Science;Law;2019;Yes;Scholarship;2021;Placed;UK;IBM;98946;264;J1;Post-Study Visa;Duolingo;87
S00214;Finland;Ireland;Dublin;University College Dublin;Economics;Natural Sciences;2019;Yes;Political Stability;2021;Placed;Ireland;Goldman Sachs;30390;335;Tier 4;Blue Card;None;0
S00215;UK;Canada;Vancouver;Simon Fraser University;Finance;Social Sciences;2021;Yes;Higher Ranking;2022;Placed;Canada;Microsoft;123403;331;Schengen Student Visa;PSW;PTE;83
S00216;Russia;UAE;Sharjah;American University of Sharjah;Political Science;Computer Science;2019;No;Quality of Life;2021;Not Placed;N/A;N/A;0;319;Schengen Student Visa;Post-Study Visa;None;0
S00217;Germany;South Africa;Johannesburg;University of the Witwatersrand;Computer Science;Computer Science;2022;No;Higher Ranking;2023;Placed;South Africa;Goldman Sachs;67651;259;Student Visa;Work Permit;TOEFL;57
S00218;South Africa;UK;Oxford;University of Oxford;Finance;Business;2023;Yes;Political Stability;2025;Placed;UK;Goldman Sachs;41415;337;F1;Blue Card;IELTS;58
S00219;Finland;Germany;Berlin;TU Berlin;Mechanical Engineering;Arts;2023;No;Higher Ranking;2024;Placed;Germany;Deloitte;46852;311;Schengen Student Visa;OPT;None;0
S00220;India;Finland;Helsinki;University of Helsinki;Business Administration;Natural Sciences;2023;No;Political Stability;2024;Not Placed;N/A;N/A;0;359;Tier 4;Blue Card;Duolingo;87
S00221;UAE;South Africa;Johannesburg;University of the Witwatersrand;Computer Science;Law;2019;No;Quality of Life;2021;Not Placed;N/A;N/A;0;342;Student Visa;OPT;Duolingo;8
S00222;Ireland;Canada;Ottawa;University of Ottawa;Law;Arts;2019;No;Job Opportunities;2022;Not Placed;N/A;N/A;0;392;Tier 4;OPT;TOEFL;63
S00223;Ireland;USA;Chicago;University of Chicago;Civil Engineering;Computer Science;2021;Yes;Job Opportunities;2024;Not Placed;N/A;N/A;0;251;J1;Blue Card;PTE;76
S00224;Ireland;Russia;Novosibirsk;Novosibirsk State University;Law;Arts;2022;Yes;Scholarship;2023;Placed;Russia;Facebook;142343;348;Student Visa;Blue Card;None;0
S00225;Finland;Canada;Toronto;University of Toronto;Architecture;Medicine;2020;No;Higher Ranking;2021;Placed;Canada;Google;38506;378;J1;Blue Card;IELTS;63
S00226;USA;Germany;Heidelberg;Heidelberg University;Data Science;Law;2020;Yes;Scholarship;2021;Placed;Germany;SAP;43113;364;Student Visa;Post-Study Visa;IELTS;76
S00227;USA;India;Delhi;Delhi University;Computer Science;Computer Science;2023;No;Political Stability;2025;Not Placed;N/A;N/A;0;339;Student Visa;Post-Study Visa;Duolingo;62
S00228;Canada;USA;San Francisco;Stanford University;Mechanical Engineering;Arts;2022;Yes;Scholarship;2024;Not Placed;N/A;N/A;0;377;Student Visa;PSW;None;0
S00229;USA;India;Delhi;IIT Delhi;Civil Engineering;Computer Science;2019;No;Job Opportunities;2021;Not Placed;N/A;N/A;0;319;Tier 4;Post-Study Visa;Duolingo;58
S00230;Finland;UK;Manchester;University of Manchester;Finance;Law;2021;Yes;Scholarship;2022;Not Placed;N/A;N/A;0;262;Study Permit;Work Permit;PTE;85
S00231;USA;Canada;Vancouver;Simon Fraser University;Political Science;Business;2021;No;Scholarship;2022;Not Placed;N/A;N/A;0;319;Schengen Student Visa;Post-Study Visa;PTE;85
S00232;Ireland;Finland;Tampere;Tampere University;Biotechnology;Engineering;2022;No;Higher Ranking;2023;Placed;Finland;Siemens;105060;314;Schengen Student Visa;PSW;TOEFL;52
S00233;Canada;Russia;Moscow;Bauman Moscow State Technical University;Mechanical Engineering;Engineering;2021;No;Political Stability;2023;Placed;Russia;Deloitte;85176;326;Schengen Student Visa;Work Permit;IELTS;5
S00234;Ireland;South Africa;Durban;University of KwaZulu-Natal;Architecture;Arts;2023;Yes;Higher Ranking;2025;Placed;South Africa;Apple;55499;326;Study Permit;Work Permit;None;0
S00235;UAE;Germany;Heidelberg;Heidelberg University;Law;Natural Sciences;2023;No;Political Stability;2026;Not Placed;N/A;N/A;0;291;J1;PSW;Duolingo;51
S00236;Ireland;Russia;Moscow;Moscow Institute of Physics and Technology;Design;Arts;2021;No;Quality of Life;2024;Not Placed;N/A;N/A;0;399;J1;Work Permit;Duolingo;74
S00237;UAE;Russia;Novosibirsk;Novosibirsk State University;Computer Science;Natural Sciences;2021;Yes;Scholarship;2023;Not Placed;N/A;N/A;0;36;Student Visa;Blue Card;IELTS;68
S00238;Canada;Finland;Espoo;Aalto University;Economics;Arts;2019;Yes;Job Opportunities;2020;Not Placed;N/A;N/A;0;399;Study Permit;Blue Card;PTE;52
S00239;UK;India;Mumbai;IIT Bombay;Mechanical Engineering;Natural Sciences;2022;Yes;Political Stability;2025;Placed;India;Microsoft;123519;305;F1;Blue Card;None;0
S00240;India;Germany;Munich;Technical University of Munich;Computer Science;Law;2022;No;Job Opportunities;2023;Placed;Germany;Siemens;98955;367;J1;PSW;IELTS;79
S00241;UAE;Canada;Ottawa;University of Ottawa;Finance;Computer Science;2019;No;Quality of Life;2020;Not Placed;N/A;N/A;0;348;F1;PSW;PTE;85
S00242;Russia;South Africa;Cape Town;University of Cape Town;Computer Science;Computer Science;2021;No;Quality of Life;2023;Not Placed;N/A;N/A;0;354;Tier 4;Work Permit;TOEFL;68
S00243;Germany;USA;San Francisco;Stanford University;Architecture;Natural Sciences;2023;Yes;Political Stability;2024;Not Placed;N/A;N/A;0;29;Tier 4;PSW;PTE;87
S00244;Germany;South Africa;Johannesburg;University of the Witwatersrand;Biotechnology;Business;2020;Yes;Political Stability;2021;Placed;South Africa;Deloitte;46252;298;Study Permit;OPT;Duolingo;56
S00245;USA;UAE;Dubai;Heriot-Watt Dubai;Law;Social Sciences;2020;No;Job Opportunities;2023;Not Placed;N/A;N/A;0;366;Schengen Student Visa;PSW;TOEFL;59
S00246;UK;UAE;Abu Dhabi;Zayed University;Biotechnology;Medicine;2020;No;Higher Ranking;2021;Placed;UAE;Intel;46878;254;Tier 4;PSW;Duolingo;71
S00247;South Africa;Canada;Kingston;Queen's University;Design;Computer Science;2023;No;Political Stability;2026;Placed;Canada;Tesla;135993;27;Student Visa;OPT;IELTS;58
S00248;South Africa;UK;Oxford;University of Oxford;Electrical Engineering;Law;2021;No;Higher Ranking;2024;Placed;UK;Deloitte;67612;33;Schengen Student Visa;Work Permit;PTE;85
S00249;South Africa;USA;Boston;MIT;Architecture;Engineering;2020;Yes;Job Opportunities;2023;Not Placed;N/A;N/A;0;271;Student Visa;Work Permit;PTE;69
S00250;Russia;Ireland;Dublin;Trinity College Dublin;Computer Science;Law;2019;Yes;Quality of Life;2021;Not Placed;N/A;N/A;0;309;Student Visa;Blue Card;TOEFL;69
S00251;South Africa;Finland;Helsinki;University of Helsinki;Medicine;Business;2023;Yes;Higher Ranking;2024;Placed;Finland;SAP;108501;296;Tier 4;Work Permit;None;0
S00252;South Africa;India;Delhi;Delhi University;Medicine;Natural Sciences;2021;Yes;Quality of Life;2023;Not Placed;N/A;N/A;0;34;Student Visa;Work Permit;IELTS;68
S00253;USA;Russia;Moscow;Higher School of Economics;Data Science;Natural Sciences;2023;Yes;Political Stability;2025;Placed;Russia;McKinsey;43650;254;Schengen Student Visa;Work Permit;TOEFL;56
S00254;Finland;USA;Chicago;University of Chicago;Finance;Law;2023;No;Job Opportunities;2026;Not Placed;N/A;N/A;0;288;F1;Work Permit;None;0
S00255;Russia;Ireland;Dublin;Technological University Dublin;Medicine;Computer Science;2020;No;Higher Ranking;2021;Not Placed;N/A;N/A;0;298;Tier 4;Work Permit;IELTS;62
S00256;South Africa;Finland;Espoo;Aalto University;Political Science;Arts;2022;Yes;Scholarship;2025;Placed;Finland;Facebook;57526;3;Schengen Student Visa;OPT;None;0
S00257;Canada;Finland;Turku;Ã…bo Akademi University;Political Science;Engineering;2020;No;Quality of Life;2023;Placed;Finland;Intel;73509;353;Schengen Student Visa;Work Permit;Duolingo;86
S00258;Germany;Canada;Montreal;McGill University;Law;Natural Sciences;2020;No;Job Opportunities;2022;Not Placed;N/A;N/A;0;315;F1;OPT;TOEFL;66
S00259;Canada;Germany;Berlin;TU Berlin;Psychology;Engineering;2022;No;Higher Ranking;2024;Placed;Germany;Siemens;130401;371;F1;OPT;TOEFL;65
S00260;South Africa;Russia;Moscow;Bauman Moscow State Technical University;Architecture;Arts;2021;Yes;Higher Ranking;2023;Not Placed;N/A;N/A;0;388;Student Visa;Post-Study Visa;IELTS;71
S00261;Russia;UAE;Abu Dhabi;Zayed University;Mechanical Engineering;Natural Sciences;2022;No;Quality of Life;2023;Placed;UAE;Siemens;31887;288;J1;Work Permit;PTE;65
S00262;UAE;Canada;Ottawa;University of Ottawa;Medicine;Engineering;2021;No;Higher Ranking;2023;Not Placed;N/A;N/A;0;273;Student Visa;Post-Study Visa;Duolingo;8
S00263;Canada;USA;Boston;MIT;Civil Engineering;Law;2023;Yes;Higher Ranking;2025;Placed;USA;Goldman Sachs;141692;344;Student Visa;PSW;None;0
S00264;UK;South Africa;Durban;University of KwaZulu-Natal;Civil Engineering;Social Sciences;2021;No;Job Opportunities;2023;Not Placed;N/A;N/A;0;381;Schengen Student Visa;PSW;Duolingo;52
S00265;India;USA;San Francisco;Stanford University;Law;Natural Sciences;2022;Yes;Political Stability;2023;Not Placed;N/A;N/A;0;3;Schengen Student Visa;Blue Card;TOEFL;56
S00266;UK;Finland;Joensuu;University of Eastern Finland;Economics;Arts;2019;No;Higher Ranking;2020;Placed;Finland;Microsoft;40728;381;F1;PSW;IELTS;66
S00267;USA;Ireland;Cork;University College Cork;Law;Medicine;2021;No;Higher Ranking;2024;Not Placed;N/A;N/A;0;324;J1;Work Permit;Duolingo;71
S00268;South Africa;Canada;Vancouver;University of British Columbia;Medicine;Business;2019;No;Scholarship;2022;Placed;Canada;Deloitte;126927;399;Study Permit;OPT;TOEFL;52
S00269;South Africa;Ireland;Dublin;Technological University Dublin;Political Science;Medicine;2023;No;Quality of Life;2024;Placed;Ireland;Deloitte;88149;286;Student Visa;OPT;TOEFL;67
S00270;UK;Russia;Moscow;Lomonosov Moscow State University;Psychology;Computer Science;2020;Yes;Political Stability;2023;Placed;Russia;Facebook;113412;333;Tier 4;Post-Study Visa;IELTS;56
S00271;Russia;UK;Manchester;University of Manchester;Architecture;Arts;2020;Yes;Job Opportunities;2022;Placed;UK;Apple;127952;282;Study Permit;PSW;None;0
S00272;Germany;UK;Cambridge;University of Cambridge;Medicine;Business;2022;Yes;Job Opportunities;2024;Not Placed;N/A;N/A;0;383;F1;PSW;Duolingo;75
S00273;India;UK;Manchester;University of Manchester;Electrical Engineering;Medicine;2020;No;Scholarship;2023;Placed;UK;Google;54853;254;Study Permit;Blue Card;PTE;73
S00274;USA;South Africa;Stellenbosch;Stellenbosch University;Data Science;Social Sciences;2023;No;Scholarship;2026;Placed;South Africa;Goldman Sachs;130354;275;F1;OPT;None;0
S00275;UK;USA;Boston;MIT;Design;Natural Sciences;2023;No;Job Opportunities;2026;Placed;USA;Microsoft;84717;366;F1;Work Permit;TOEFL;86
S00276;Finland;Russia;Moscow;Lomonosov Moscow State University;Civil Engineering;Natural Sciences;2022;No;Political Stability;2024;Not Placed;N/A;N/A;0;251;J1;Post-Study Visa;IELTS;51
